d50(中位径_um),sigma(几何标准差),Phi_1(固含量),Phi_m_1(最大堆积),Emix_1(混合功_J),Temp_1(温度_C),Tau0_1(屈服应力_Pa),Phi_83(固含量),Phi_m_83(最大堆积),Emix_83(混合功_J),Temp_83(温度_C),Tau0_83(屈服应力_Pa),Phi_2(固含量),Phi_m_2(最大堆积),Emix_2(混合功_J),Temp_2(温度_C),Tau0_2(屈服应力_Pa)
21.6597,1.4184,0.6542,0.6748,4517097.9164,49.9331,99.0092,0.6503,0.6827,17359017.8399,52.4512,63.9109,0.6503,0.6863,23850542.4186,50.9073,55.3461
31.5729,1.5159,0.6703,0.684,4163084.8703,49.6271,68.7022,0.6658,0.6914,18370723.7191,52.1703,36.6616,0.6658,0.6947,25368756.6155,50.6704,31.3131
25.2068,1.5249,0.6631,0.685,4441586.792,47.4475,58.7273,0.6579,0.692,17980089.3507,52.3413,39.7668,0.6579,0.695,24454667.121,50.0401,34.6089
24.4498,1.5112,0.6614,0.6836,4254983.4977,47.0629,61.8367,0.6574,0.6903,16940230.4823,52.1951,44.5528,0.6574,0.6935,23513331.8752,50.8541,39.3091
25.4424,1.428,0.6636,0.6757,4379259.2308,48.1704,125.7028,0.6582,0.6831,16717572.7198,52.7402,63.7871,0.6582,0.6872,24165470.8939,50.699,52.1639
23.0098,1.5912,0.667,0.6912,4217445.5089,49.5453,61.762,0.6617,0.6969,16690191.3345,52.769,42.8296,0.6617,0.6998,23497856.7347,50.4247,37.5471
28.3492,1.4248,0.6644,0.6755,4521870.5669,47.92,111.1871,0.6591,0.683,16995017.9371,52.2432,53.8048,0.6591,0.6866,23424635.3973,50.322,44.7103
21.887,1.4602,0.6502,0.6787,4351936.6196,48.7641,61.5062,0.6463,0.6865,17848428.5926,52.5899,45.2352,0.6463,0.69,24713231.447,50.183,39.2573
20.577,1.5899,0.6629,0.6911,4216161.202,48.2855,62.2127,0.6589,0.697,17090830.0286,52.342,47.8767,0.6589,0.7002,24767762.635,50.0174,41.8343
29.5416,1.4031,0.6551,0.6732,4298042.7349,48.5084,61.0516,0.6515,0.6816,17707930.8647,52.6823,38.4613,0.6515,0.6857,25024583.4975,50.0617,31.7821
27.6978,1.5702,0.6722,0.6892,4292898.269,48.5978,64.6546,0.6666,0.6959,18339084.7452,52.0454,38.1736,0.6666,0.699,25586473.4595,50.4969,33.2503
30.6883,1.4046,0.6563,0.6735,4526186.5566,47.8723,58.918,0.6506,0.6815,17251796.296,52.2047,34.1014,0.6506,0.6852,23844303.4811,50.3459,29.0628
30.5966,1.4246,0.6578,0.6753,4307946.3339,48.7167,58.1743,0.6527,0.6834,17689991.6214,52.2138,33.9549,0.6527,0.6871,24436648.9659,50.1598,28.8335
27.9328,1.4635,0.6595,0.6792,4511368.9776,48.2934,58.6902,0.654,0.6868,17965069.945,52.0422,35.8829,0.654,0.6906,25268164.1208,50.4793,30.968
29.3617,1.451,0.6632,0.6779,4360843.4847,48.1977,75.0859,0.6581,0.685,16592423.1016,52.9246,42.8978,0.6581,0.6887,23473549.8853,50.9784,36.0352
24.041,1.5038,0.6592,0.683,4466661.3019,48.6941,61.438,0.6544,0.6901,17704542.3191,52.9994,42.4926,0.6544,0.6935,24885555.1067,50.4188,36.4705
21.8057,1.5778,0.6588,0.6901,4510180.2986,49.6228,50.4187,0.6531,0.6967,18770568.8785,52.2944,35.8915,0.6531,0.6997,25948441.9383,50.1116,31.8982
21.5878,1.5476,0.6708,0.6871,4253122.8182,47.0151,109.8987,0.6666,0.6937,17734080.3194,52.8495,71.6525,0.6666,0.6971,25263885.8736,50.3273,60.1183
30.9134,1.401,0.6614,0.6731,4354839.3492,49.0422,92.3995,0.6576,0.6817,18168485.2692,52.7073,46.43,0.6576,0.6858,25422518.0587,50.1225,37.339
21.7888,1.6678,0.6711,0.6987,4422016.5542,49.6502,54.9004,0.6674,0.704,18207103.0588,52.8817,42.4928,0.6674,0.7065,25414536.8081,50.6353,37.7659
29.9936,1.4036,0.6537,0.6735,4544031.3354,49.5593,54.9126,0.6499,0.6814,17222557.6965,52.0925,34.711,0.6499,0.6853,24094241.9791,50.0292,29.3714
24.1673,1.5654,0.6746,0.6889,4603924.0923,49.4586,105.9718,0.6695,0.6957,18798471.1193,52.7589,58.9869,0.6695,0.6985,25444094.7388,50.0396,49.9605
22.3412,1.5758,0.6733,0.6897,4172508.2989,49.2206,104.7019,0.6697,0.6959,17355814.0979,52.9423,67.8607,0.6697,0.6989,24321592.958,50.0471,57.0542
23.5469,1.5307,0.6626,0.6856,4563336.2582,47.3445,62.8871,0.6586,0.6922,17382631.3891,52.178,45.9858,0.6586,0.6956,24929449.8767,50.9564,40.3829
24.3406,1.4305,0.6617,0.6761,4620081.9474,47.9414,113.2951,0.6571,0.6835,16952623.4208,52.8127,65.1985,0.6571,0.6872,23826080.9869,50.6702,54.2112
23.3191,1.5813,0.6694,0.6905,4660156.6176,47.1715,68.0887,0.6648,0.6963,17096111.1661,52.4427,48.6154,0.6648,0.6992,24078505.6529,50.0367,42.0235
27.9789,1.4963,0.6694,0.6823,4576367.3301,49.0391,93.2551,0.6654,0.6899,18656738.0623,52.1693,50.1679,0.6654,0.6931,25332807.7462,50.4521,42.5147
20.2201,1.6438,0.6727,0.6963,4232372.2474,47.669,75.5938,0.6688,0.7014,16811459.2633,52.175,57.7178,0.6688,0.7041,23908860.4084,50.2942,51.0729
20.4297,1.5483,0.6649,0.6873,4657304.9709,48.1137,86.5177,0.6614,0.6937,17460777.8195,52.7769,64.0618,0.6614,0.6971,25212240.3747,50.4437,54.7603
30.8335,1.5202,0.6732,0.6846,4538122.9873,48.4674,85.6164,0.6679,0.6915,17777319.1325,52.8998,42.9226,0.6679,0.6951,25501991.0728,50.5063,35.1842
21.9643,1.6053,0.6724,0.6926,4213827.1889,47.5984,80.0389,0.6669,0.6987,18093144.1954,52.0579,52.6109,0.6669,0.7017,25706452.9891,50.8402,46.5964
21.7459,1.5352,0.6546,0.6861,4607673.0746,47.8437,50.2901,0.6503,0.6927,17756731.0316,52.6946,39.5416,0.6503,0.6959,24705748.6388,50.8697,35.2156
25.8204,1.507,0.6653,0.6831,4209212.372,47.9436,73.1862,0.6602,0.69,17146584.2299,52.1303,45.3393,0.6602,0.6936,24441435.9937,50.2747,38.7742
28.0686,1.4852,0.6702,0.6813,4633802.4835,49.1844,111.0479,0.6657,0.6885,17739496.1895,52.6541,55.2949,0.6657,0.692,24826713.941,50.3364,45.3509
21.2952,1.5162,0.6562,0.6841,4321243.0438,49.9522,65.3771,0.6523,0.6911,17627712.8307,52.6693,47.5739,0.6523,0.6945,24890571.3769,50.2343,41.2665
30.5081,1.4826,0.6629,0.681,4469199.7527,48.5413,53.7769,0.6585,0.6876,16499316.6616,52.5539,34.5978,0.6585,0.6914,24014812.6519,50.4372,29.0892
24.8089,1.6048,0.6692,0.6927,4519437.3719,49.185,54.1289,0.6639,0.6984,17303941.018,52.1634,37.078,0.6639,0.7012,24311862.97,50.3304,32.8116
23.1293,1.5194,0.6608,0.6845,4568833.2355,47.3932,63.63,0.656,0.6917,18348198.4072,52.0773,44.4979,0.656,0.695,25412716.6327,50.4918,39.174
25.5474,1.5117,0.6715,0.6837,4438921.8828,49.1881,118.0949,0.6664,0.691,18365505.429,52.0694,58.9236,0.6664,0.6942,25070243.1559,50.1674,49.8541
27.0022,1.4936,0.6631,0.6819,4319088.1297,47.0785,62.5658,0.6585,0.6894,18077056.5827,52.258,40.5994,0.6585,0.6929,25287108.3137,50.8342,35.1622
21.3557,1.4335,0.6427,0.6762,4402479.2866,47.4931,52.2197,0.6385,0.6839,17312677.0026,52.2626,40.7077,0.6385,0.6878,24436407.8298,50.9698,36.294
21.9986,1.5111,0.6543,0.6838,4603956.2996,47.5352,54.3626,0.6497,0.6904,17160137.5902,52.0929,41.2859,0.6497,0.6934,23453114.6243,50.2577,36.7687
30.9104,1.425,0.6603,0.6754,4368046.4675,48.5631,67.6006,0.6557,0.6833,17495374.4263,52.3816,37.9677,0.6557,0.687,24266382.987,50.049,31.6598
20.9269,1.4908,0.6501,0.6818,4508162.452,48.8299,57.2641,0.6444,0.6893,18361694.0931,52.3184,40.9328,0.6444,0.6926,25013880.1375,50.4198,36.4546
20.0179,1.6899,0.6714,0.7008,4515707.5485,49.302,58.2427,0.6669,0.7055,17396961.9819,52.791,45.2925,0.6669,0.708,24791573.0841,50.3987,40.3154
23.1054,1.5923,0.6644,0.6913,4253287.5537,48.8458,52.7343,0.6597,0.6975,17751810.7226,52.212,38.3136,0.6597,0.7002,24460632.798,50.8417,34.5359
20.1726,1.5072,0.6526,0.6834,4620986.7782,49.048,63.4765,0.6483,0.6907,18445561.5875,52.8764,47.5414,0.6483,0.6939,25092607.8007,50.132,41.5074
25.6204,1.4957,0.6722,0.6822,4376627.9591,48.4395,145.6502,0.6676,0.6894,17837769.7502,52.8868,69.6321,0.6676,0.693,25112458.9851,50.2666,56.35
25.2622,1.5207,0.6658,0.6846,4550677.1271,49.8954,74.2671,0.6615,0.6915,17813857.3587,52.3928,46.8435,0.6615,0.6949,24971745.5367,50.8241,40.5523
27.1749,1.5019,0.6655,0.6827,4321169.2521,47.2489,68.3288,0.6618,0.6896,17204952.4678,52.7118,45.6064,0.6618,0.693,24058758.4102,50.7426,38.8545
30.1858,1.4003,0.6593,0.6729,4257684.2598,47.0327,77.928,0.6553,0.6814,17726117.8363,52.9809,44.4964,0.6553,0.6854,24714299.9043,50.6553,36.5492
29.2294,1.5238,0.6665,0.6849,4426314.1981,49.9364,57.1397,0.6609,0.692,18301812.124,52.0844,33.1795,0.6609,0.6954,25700365.0341,50.9541,29.0302
29.2683,1.4283,0.6544,0.6757,4407547.6739,49.6067,51.4562,0.6493,0.6835,17350647.6579,52.4928,32.221,0.6493,0.6873,24336145.4107,50.1437,27.4082
22.4871,1.4279,0.6488,0.6757,4370059.4347,47.6919,63.1125,0.6441,0.6832,16776388.3019,52.2277,45.4255,0.6441,0.687,23748718.075,50.2668,39.4342
31.8936,1.4197,0.6574,0.675,4504831.7722,49.0463,54.0945,0.6537,0.6834,18462622.5555,52.74,33.097,0.6537,0.6872,25316073.1004,50.1323,27.6396
21.6326,1.6478,0.6734,0.6967,4377429.5048,49.1535,68.9132,0.6695,0.7019,17009367.4966,52.7478,51.4679,0.6695,0.7042,23430000.0468,50.2161,45.2545
21.9081,1.5748,0.664,0.6898,4510889.6108,48.0692,61.9862,0.6602,0.6956,16792712.4233,52.2752,47.3045,0.6602,0.6985,23582529.6346,50.7873,42.1546
23.7997,1.4875,0.6693,0.6814,4364570.5295,48.6334,138.9418,0.664,0.6885,17297069.7009,52.3881,70.11,0.664,0.6919,24203838.753,50.4927,58.7257
21.5974,1.4198,0.6498,0.6748,4221168.6016,48.7406,76.8844,0.6457,0.6825,16754207.3755,52.9614,54.7731,0.6457,0.6862,23370981.9797,50.0136,46.4715
30.2206,1.406,0.6551,0.6736,4392821.7033,48.108,56.3173,0.6504,0.6815,17047224.2533,52.1699,34.7237,0.6504,0.6852,23695182.9948,50.2226,29.5314
26.455,1.4092,0.6489,0.674,4596296.9453,47.6506,50.3958,0.6453,0.6818,17214207.1137,52.7316,37.0829,0.6453,0.6857,24115503.1667,50.9685,32.102
21.7528,1.4518,0.6616,0.678,4501731.1511,48.2773,120.3255,0.6576,0.6858,17878230.2297,52.8398,73.8307,0.6576,0.6893,24662859.3026,50.6414,62.2262
25.1828,1.5183,0.663,0.6845,4749512.331,47.1844,60.1798,0.6587,0.6909,17035026.4969,52.7617,43.3259,0.6587,0.694,23428001.1831,50.2261,37.3278
23.6898,1.487,0.6537,0.6813,4376478.2902,47.132,51.2332,0.6492,0.6883,17086372.0822,52.7872,38.9928,0.6492,0.6918,24055803.8508,50.87,34.2016
20.8433,1.6152,0.666,0.6936,4396046.3409,49.6256,62.8185,0.661,0.6995,18006723.3495,52.285,44.9371,0.661,0.7023,25160546.9592,50.8713,40.4831
28.2433,1.4578,0.6601,0.6785,4356777.7314,49.1442,63.38,0.6566,0.6864,18118340.1089,52.6975,40.5298,0.6566,0.69,25066113.2238,50.9166,34.6335
25.4927,1.5385,0.6735,0.6863,4417794.6163,49.241,109.7232,0.669,0.6932,18164718.0642,52.1464,58.8661,0.669,0.6964,25250960.3309,50.2379,49.6589
22.7813,1.4073,0.6519,0.6737,4366945.9432,48.6045,82.4528,0.6484,0.6818,17355142.2616,52.3562,56.0893,0.6484,0.6861,25095928.1873,50.95,47.8515
28.6606,1.5079,0.672,0.6835,4697635.1161,49.145,100.7183,0.6674,0.6908,18430773.6913,52.1253,50.1555,0.6674,0.6944,26117963.8743,50.4369,41.6137
22.0646,1.4071,0.6519,0.6737,4478671.9115,48.0804,86.7524,0.6463,0.6819,17531660.9185,52.7809,55.4985,0.6463,0.6863,25433297.6036,50.7314,46.9423
23.1309,1.5591,0.6698,0.6881,4186916.9544,49.0994,86.5975,0.6663,0.6949,18250531.6291,52.7989,57.6273,0.6663,0.698,25208806.6693,50.9453,49.8848
23.5002,1.4189,0.6531,0.6749,4574564.2896,48.9146,76.9365,0.6481,0.6828,17468843.2972,52.7579,49.9139,0.6481,0.6865,24176379.5852,50.1034,42.3539
22.0034,1.4737,0.6659,0.6802,4558793.8342,49.3333,138.4229,0.662,0.6878,18239703.4982,52.8512,78.8391,0.662,0.6913,25135609.9922,50.6208,65.9169
24.695,1.4468,0.6574,0.6776,4569021.9996,48.0206,73.21,0.6525,0.685,17187350.8471,52.2311,47.2002,0.6525,0.6887,24139897.7498,50.4989,40.6153
22.9783,1.6793,0.6741,0.6998,4493447.9073,49.7482,53.5605,0.6689,0.705,18449710.6947,52.6717,38.2062,0.6689,0.7074,25469603.2074,50.8293,34.3513
26.8993,1.4801,0.6711,0.6808,4534537.1016,49.3956,142.4642,0.6673,0.688,17520872.7312,52.8092,68.4487,0.6673,0.6915,24489300.5275,50.6084,55.5501
21.2666,1.4268,0.6425,0.6754,4193680.7702,49.9114,57.2403,0.6368,0.6828,16367830.5628,52.9689,41.0214,0.6368,0.6868,23494835.6394,50.6315,35.7453
27.7205,1.4763,0.6688,0.6803,4401191.1382,47.9715,106.6608,0.6638,0.6881,18412242.6443,52.925,53.4398,0.6638,0.6918,25766023.5156,50.2261,43.5774
28.8229,1.4561,0.6677,0.6784,4374516.0459,49.8175,114.2304,0.6626,0.6862,17976408.5427,52.1596,51.4071,0.6626,0.6898,24972676.0793,50.3888,42.6459
22.6133,1.4721,0.6538,0.68,4517301.547,47.1521,61.1002,0.6503,0.6878,18561793.4274,52.156,45.7249,0.6503,0.6913,25477087.9945,50.0558,39.7722
28.323,1.5382,0.6662,0.6862,4402798.2477,47.217,51.0182,0.6615,0.6925,16825515.1894,52.6928,35.2873,0.6615,0.6961,24572523.6945,50.5161,30.0702
23.7638,1.4821,0.6545,0.6809,4426450.2382,49.4984,57.2475,0.6488,0.6881,17384349.4071,52.5243,38.5509,0.6488,0.6917,24600639.2594,50.3036,33.4788
25.2307,1.5575,0.6677,0.6881,4430624.8298,48.6644,64.0256,0.6638,0.6945,17592537.2598,52.9988,44.5594,0.6638,0.6976,24649853.4243,50.9797,38.5976
22.0007,1.5189,0.6613,0.6844,4341609.2231,48.3251,74.4443,0.6558,0.6915,18069354.2304,52.6309,49.6024,0.6558,0.6951,25706432.9899,50.9243,43.2614
23.7792,1.419,0.6571,0.6749,4435593.7061,48.0902,94.2242,0.6527,0.6826,17163136.6834,52.9035,59.0313,0.6527,0.6866,24248552.6617,50.5663,49.3606
22.7353,1.4956,0.6658,0.6824,4782939.8044,48.4068,105.5243,0.662,0.6895,17998972.5998,52.966,66.8942,0.662,0.6928,24759202.5802,50.5573,56.4689
28.6726,1.4856,0.6671,0.6812,4468061.6824,49.7867,82.4573,0.6617,0.6888,18265023.8317,52.8152,43.2256,0.6617,0.6923,25225835.2003,50.0814,35.9847
30.6178,1.4855,0.6738,0.6812,4353450.4347,49.4014,146.671,0.6697,0.6887,18137710.055,52.9559,58.0603,0.6697,0.6918,24384289.6251,50.4069,47.0666
26.9116,1.5048,0.6643,0.6831,4488515.1896,48.815,64.9404,0.6605,0.6901,17561293.0128,52.0125,42.2942,0.6605,0.6936,24917892.0829,50.4534,36.3362
26.2363,1.4867,0.667,0.6814,4484473.9539,47.8045,92.0403,0.6622,0.6886,17634762.1451,52.2814,52.6323,0.6622,0.6923,25215015.1887,50.2024,43.8128
25.5968,1.425,0.6643,0.6754,4341736.4447,47.7839,136.7423,0.66,0.6831,17051401.5372,52.7884,69.6671,0.66,0.6869,24010876.8425,50.9922,57.1858
24.1176,1.4985,0.6589,0.6825,4544246.3746,49.2791,62.5852,0.6552,0.6893,17095564.3914,52.5809,44.5504,0.6552,0.6927,24115309.1806,50.2191,38.2738
31.8587,1.4956,0.6674,0.6822,4502097.509,47.668,59.78,0.6622,0.6895,17911063.5127,52.6651,34.2705,0.6622,0.693,25149259.674,50.6849,28.9368
21.7198,1.5394,0.6606,0.6863,4322159.3461,47.8595,64.9428,0.6572,0.6926,16731224.3109,52.977,50.6698,0.6572,0.6955,23183480.3916,50.7104,44.3533
24.7642,1.5867,0.6698,0.6908,4295950.9556,49.6617,63.8699,0.6663,0.6971,18031125.0591,52.4951,44.3532,0.6663,0.7002,25513145.7071,50.6442,38.5682
24.5775,1.5208,0.6718,0.6846,4428322.0526,47.6399,116.4552,0.6664,0.6915,17705503.9231,52.7066,62.2648,0.6664,0.6946,24440273.5471,50.8394,52.8996
20.699,1.4932,0.6618,0.6819,4278211.4578,49.2008,103.4306,0.657,0.6888,16931518.9645,52.9959,67.3677,0.657,0.6923,24106448.1785,50.106,56.6543
23.3438,1.5082,0.6638,0.6836,4724726.2938,48.0122,79.5791,0.6596,0.6909,18694494.6932,52.663,53.0569,0.6596,0.6942,25627353.0087,50.3329,45.4541
31.4847,1.4856,0.6638,0.6811,4298595.4044,48.6203,52.5935,0.6599,0.6889,18337183.7533,52.854,32.9977,0.6599,0.6924,25514836.1641,50.6237,27.8913
24.4956,1.4845,0.6545,0.6811,4422557.2337,49.5107,53.352,0.6496,0.6881,16987086.2404,52.3104,37.1223,0.6496,0.6916,24064474.1569,50.8619,32.7742
20.1992,1.4798,0.6635,0.6808,4737738.8228,48.9573,130.2476,0.6593,0.6881,17818869.3872,52.9435,81.4034,0.6593,0.6919,25485649.0972,50.5077,67.8124
24.3487,1.4926,0.6699,0.6819,4418989.7668,49.6307,136.0515,0.6663,0.689,17570992.8068,52.0878,72.4796,0.6663,0.6927,25081897.0465,50.428,59.8545
23.0929,1.4945,0.6677,0.6821,4491191.3604,49.6408,123.4519,0.6642,0.6891,17264475.8012,52.5471,72.9217,0.6642,0.6924,24031151.3405,50.9264,61.8042
22.4451,1.4442,0.6582,0.6773,4501061.2661,49.6571,98.6774,0.6543,0.6852,17867288.8242,52.1687,61.4223,0.6543,0.6889,24932723.6946,50.3643,52.3996
25.1593,1.4073,0.6556,0.6737,4362774.3165,48.733,84.6142,0.6509,0.6815,16963376.7246,52.9865,51.7993,0.6509,0.6855,24019493.8046,50.5601,43.2718
22.5852,1.4792,0.6545,0.6807,4526244.8818,47.1108,60.7955,0.6506,0.6879,17574690.5485,52.9713,46.3873,0.6506,0.6914,24422712.2347,50.8374,40.3757
25.856,1.4942,0.669,0.682,4394775.4826,47.0182,103.4948,0.6644,0.6892,17690250.4224,52.3148,58.089,0.6644,0.6927,24819047.9511,50.4762,48.6956
20.9302,1.7135,0.6747,0.7029,4152564.001,48.2569,53.5312,0.6699,0.7075,17376102.2083,52.2605,41.6258,0.6699,0.7099,24856961.6093,50.5637,37.652
23.4766,1.5157,0.6608,0.6841,4433687.8143,47.5383,63.4799,0.6563,0.6912,17933912.2898,52.2078,44.764,0.6563,0.6945,24916124.8845,50.0639,38.855
30.3095,1.4458,0.6599,0.6773,4247615.015,48.2288,57.9489,0.655,0.685,17396085.8956,52.8564,35.3131,0.655,0.6885,23940647.941,50.0958,29.6638
23.9041,1.5069,0.6594,0.6832,4335475.0487,47.4139,59.8326,0.654,0.6897,16554583.8329,52.9174,42.5338,0.654,0.6929,23075763.9491,50.2627,36.7304
21.494,1.4545,0.661,0.6783,4465789.7341,47.798,114.6812,0.6557,0.686,17858986.2344,52.5275,68.3959,0.6557,0.6897,25018472.7045,50.4099,57.8711
26.9849,1.4916,0.6658,0.682,4790719.0593,47.0348,74.4462,0.6609,0.6891,17767047.5655,52.7762,46.1437,0.6609,0.6924,24485117.1401,50.9723,39.5432
27.7541,1.4223,0.6659,0.6752,4474207.7274,48.7431,143.5817,0.6609,0.683,17292522.3544,52.7047,62.5657,0.6609,0.687,24524112.3728,50.3602,50.1147
20.4473,1.5412,0.6671,0.6866,4558706.6037,47.5152,101.5515,0.663,0.6935,18476199.7858,52.7582,69.2696,0.663,0.6967,25444528.9892,50.4043,59.4717
21.1721,1.6297,0.6731,0.6949,4232842.583,49.5868,80.1835,0.6694,0.7002,16625796.6542,52.7779,58.3006,0.6694,0.7029,23753528.1183,50.6194,50.9178
25.367,1.423,0.6647,0.6753,4519415.7695,47.3194,145.0812,0.6596,0.6837,18423001.9515,52.9841,68.1906,0.6596,0.6872,24770980.408,50.2689,55.9522
20.3474,1.4197,0.6393,0.6749,4438659.7198,48.1928,54.6945,0.6357,0.6834,18323479.1321,52.7371,43.0729,0.6357,0.6873,25546802.5507,50.6334,37.808
26.0558,1.48,0.6667,0.6807,4393032.6389,48.5191,98.4894,0.6613,0.6881,17867487.3459,52.5851,52.9511,0.6613,0.6916,24673394.6108,50.3824,44.5844
26.6319,1.4327,0.6607,0.6763,4572342.6376,47.3021,84.8797,0.6556,0.6845,18333819.7503,52.7832,48.7173,0.6556,0.6881,25042606.475,50.4005,40.936
21.4038,1.4736,0.652,0.6801,4541963.7071,49.3157,65.3594,0.6482,0.6878,18159636.3529,52.3147,47.4939,0.6482,0.6912,25020515.518,50.1195,41.4341
21.9441,1.5056,0.6577,0.6832,4592688.4677,47.0545,64.7642,0.6537,0.6905,18391506.9491,52.6159,48.5083,0.6537,0.6936,24792462.9713,50.0412,42.1733
21.6185,1.6386,0.674,0.6958,4331776.0024,47.6748,73.1772,0.6686,0.701,16909385.7797,52.4169,51.3803,0.6686,0.7037,23928906.3983,50.4791,45.4011
29.0402,1.4215,0.6536,0.675,4299413.8544,48.1635,50.507,0.6491,0.6832,17817150.8328,52.4415,33.0945,0.6491,0.6871,24814701.4563,50.2412,28.2136
25.588,1.4128,0.6509,0.6743,4423706.5386,49.2315,60.6414,0.6472,0.6831,18788621.1702,52.2032,40.2391,0.6472,0.687,25954702.1383,50.3769,34.6581
22.8864,1.4461,0.6534,0.6774,4405721.1829,49.901,72.1714,0.6494,0.6853,17854205.6584,52.4002,48.6501,0.6494,0.689,24813254.0247,50.5945,42.2236
28.0226,1.4265,0.6616,0.6757,4556254.7164,49.4291,90.6925,0.6569,0.6834,17433143.6742,52.2277,48.4662,0.6569,0.6875,24974173.5573,50.1296,39.8596
22.7851,1.4349,0.6571,0.6763,4376698.6401,48.8991,93.8029,0.6535,0.6838,16775821.3863,52.783,62.1873,0.6535,0.6878,24288543.1785,50.9501,52.4007
30.6582,1.4815,0.6728,0.6808,4393793.3842,49.2533,132.401,0.6676,0.6885,18218467.7355,52.51,51.7693,0.6676,0.6919,25136773.2085,50.2354,42.0988
23.0146,1.4886,0.6555,0.6814,4239567.6776,47.0322,58.6979,0.6517,0.6883,16778830.461,52.5145,44.8002,0.6517,0.6916,23367939.8156,50.3527,39.046
29.0487,1.4137,0.6547,0.6743,4330792.7444,47.7241,55.9429,0.6501,0.6828,18125911.9416,52.1423,35.1696,0.6501,0.6863,24545727.8371,50.3302,30.3345
26.1952,1.4166,0.6613,0.6746,4370026.1487,47.6496,106.7632,0.6569,0.6824,17060724.3155,52.3486,58.9104,0.6569,0.6862,23958795.3674,50.5741,48.9953
30.5048,1.4535,0.665,0.6783,4672394.9446,48.9771,78.5737,0.661,0.6857,17422794.9107,52.1831,43.4238,0.661,0.6891,23991460.3993,50.3078,36.4024
21.3264,1.4042,0.6523,0.6733,4206971.9513,47.2825,95.3073,0.6471,0.6815,17394633.6579,52.581,61.8941,0.6471,0.6855,24377531.17,50.763,53.1002
28.452,1.4224,0.663,0.6752,4501578.298,47.1543,97.9964,0.6578,0.6835,18124982.3999,52.0205,49.0471,0.6578,0.6874,25381285.5396,50.8946,41.241
23.9197,1.4434,0.6493,0.6773,4577312.3856,48.9061,53.7212,0.645,0.6851,17897847.3522,52.4374,38.5326,0.645,0.6887,24719213.4187,50.1939,33.4925
21.7005,1.4586,0.662,0.6787,4505245.9453,49.9203,121.9967,0.6574,0.6859,17068444.103,52.7447,72.1527,0.6574,0.6892,23333613.6923,50.004,60.7051
20.1567,1.6809,0.6711,0.6998,4285536.6363,49.9255,60.522,0.667,0.7048,17338691.8383,52.6319,46.5085,0.667,0.7071,24337683.6278,50.8944,42.0081
21.6592,1.5836,0.6732,0.6907,4533864.3261,49.5975,104.2768,0.6682,0.6965,17046195.8831,52.8893,65.1319,0.6682,0.6993,23818712.5244,50.9016,56.4837
21.1907,1.5868,0.6726,0.6908,4245797.7934,48.3999,99.9549,0.6678,0.6969,17471503.022,52.6213,65.1032,0.6678,0.6997,24219267.6435,50.768,56.8338
27.3308,1.4985,0.67,0.6825,4527199.1379,48.7995,100.8884,0.6656,0.6895,17531928.7417,52.6316,54.4591,0.6656,0.6929,24350500.3153,50.8235,45.7743
25.0771,1.4543,0.6591,0.6782,4426975.0708,47.8509,74.7842,0.6556,0.6861,18078236.8332,52.7203,50.0277,0.6556,0.6897,24941580.7324,50.7703,42.7315
20.7459,1.5901,0.6657,0.6912,4406338.7638,48.588,69.7819,0.6601,0.6972,17451852.0057,52.8531,49.6031,0.6601,0.7001,24537977.0675,50.4118,43.4401
30.2406,1.4102,0.6641,0.674,4383350.1585,48.7088,114.2816,0.6598,0.6824,18101189.9487,52.392,51.4179,0.6598,0.6865,25367794.365,50.9111,42.0413
30.4024,1.4531,0.6704,0.678,4281601.5641,47.2281,139.6537,0.6648,0.6854,16868200.0634,52.2083,54.5838,0.6648,0.689,23743330.6182,50.3084,44.2733
25.1912,1.4903,0.6694,0.6818,4572805.2293,48.0556,118.3709,0.6647,0.6893,18448775.0311,52.9878,63.1137,0.6647,0.6926,25210291.3984,50.9428,52.9961
23.3734,1.4457,0.6571,0.6774,4355798.1683,48.457,82.1243,0.6531,0.6847,16817869.2097,52.2518,54.708,0.6531,0.6883,23625710.1128,50.6871,47.1844
23.5259,1.564,0.6655,0.6887,4374794.6516,47.0526,60.2247,0.6617,0.6949,17229260.4137,52.8201,45.7052,0.6617,0.6978,23841339.9822,50.3283,39.6964
24.0039,1.5571,0.6631,0.6881,4415693.6602,49.0169,55.6547,0.659,0.6944,17410114.4206,52.9251,40.7699,0.659,0.6973,24122712.8372,50.101,35.2549
22.7818,1.5852,0.667,0.6908,4485177.0834,49.9504,65.2548,0.6622,0.6969,17813977.839,52.6231,44.9551,0.6622,0.6999,24882929.1947,50.9493,39.8204
29.5679,1.4879,0.6621,0.6814,4338487.7836,48.7296,52.7226,0.6573,0.6888,17936950.6197,52.1324,32.9731,0.6573,0.6925,25452612.76,50.7731,28.5038
21.724,1.5573,0.6745,0.6881,4548954.594,48.8731,137.9888,0.6694,0.6947,18049079.7851,52.2524,75.5847,0.6694,0.698,25596003.6871,50.8761,64.6294
29.6533,1.4138,0.6643,0.6743,4357531.4217,49.4328,119.6105,0.6605,0.6824,17493923.9847,52.7459,55.7501,0.6605,0.6863,24466318.5254,50.6877,45.072
23.5474,1.5278,0.6717,0.6851,4234506.0597,48.9697,121.9257,0.6676,0.6917,17005042.068,52.4403,70.2214,0.6676,0.6951,24279259.0843,50.9084,59.2971
