Phi(固含量),d50(中位径_um),sigma(几何标准差),Emix(混合功_J),Temp(温度_C),Tau0(屈服应力_Pa)
0.6551,27.6921,1.4168,24100190.278,50.9195,40.7991
0.6626,30.8718,1.4754,25249824.7355,50.5337,34.0821
0.6566,23.6237,1.5071,24863344.5107,50.1251,40.0778
0.6706,21.8906,1.5731,4432423.9108,48.6618,90.85
0.6737,20.9157,1.61,4445458.3633,47.2756,90.9739
0.6567,23.9639,1.4076,25256691.2406,50.9397,59.421
0.6724,23.5357,1.6467,4468908.8409,48.0517,54.2553
0.6475,20.6316,1.4679,24670286.725,50.6262,45.1969
0.6734,23.7495,1.6076,4395922.2731,48.388,72.6035
0.6635,22.7257,1.4931,4592020.6301,47.0774,89.8422
0.6533,22.2653,1.4127,4489259.1819,49.3429,91.6185
0.6607,29.5462,1.4255,4466252.5229,47.8739,74.5168
0.6648,20.3076,1.5768,4398111.6459,47.4634,73.0171
0.6596,26.4921,1.4596,24470712.754,50.3812,43.993
0.6634,23.2552,1.594,23358542.1036,50.5204,38.9168
0.6473,22.0671,1.4602,4170134.9945,48.7509,53.5395
0.6662,28.0669,1.5123,4614072.9846,48.8256,63.7726
0.6454,27.2348,1.4098,25683810.7766,50.0346,29.0027
0.6548,28.2402,1.4052,4569894.444,49.8732,65.7628
0.651,23.5665,1.4262,4547894.9584,49.0016,66.0437
0.6698,24.2386,1.5372,4407638.1787,48.0844,90.0344
0.6606,21.4592,1.502,4409318.3275,49.9952,86.532
0.6566,23.5342,1.4393,23593420.1732,50.0203,54.0721
0.657,24.2362,1.4959,4270469.0131,48.9689,57.1059
0.6501,21.6529,1.5151,26227056.1016,50.1574,36.6396
0.655,23.8172,1.4152,25644109.991,50.3262,53.015
0.6719,21.4881,1.5924,4530082.7954,47.4693,87.0793
0.6654,26.0878,1.4435,4416894.4145,48.4307,122.8321
0.655,28.1796,1.4212,4216433.3774,48.09,58.324
0.666,26.4404,1.4792,24919747.7498,50.2676,53.3601
0.6671,20.2654,1.6955,24691089.8864,50.6987,39.1412
0.6567,24.445,1.4733,4480053.4,49.5194,63.2838
0.6588,28.2997,1.4816,24445892.9388,50.0505,33.8036
0.6562,22.4347,1.4123,4293169.0201,48.5416,106.5596
0.6657,31.0929,1.4692,25304330.2809,50.5189,39.6741
0.6627,25.6738,1.4812,24771644.3471,50.6752,48.6359
0.6679,25.1834,1.6024,23272619.0606,50.133,37.7561
0.6629,21.5732,1.6019,25255051.8497,50.6381,42.2774
0.67,21.366,1.5876,24102093.8789,50.1359,60.3442
0.6738,31.9842,1.5638,4374389.7362,47.0313,54.7417
0.6515,23.8958,1.4789,23914138.5208,50.8023,37.5281
0.6703,26.7744,1.5299,4367502.2959,48.2919,81.6238
0.6666,27.0984,1.5115,24821950.9148,50.6656,45.3778
0.6563,29.5089,1.4258,23877303.7786,50.8,36.4315
0.6674,26.5509,1.488,4531087.2451,47.3299,90.9667
0.6663,27.473,1.4688,24170791.7298,50.768,53.9133
0.6579,24.5912,1.49,4530126.8969,48.2378,58.5672
0.6386,23.2004,1.4105,24647270.7045,50.4818,32.9214
0.6514,29.5727,1.4341,24354910.0739,50.4873,28.5685
0.6526,24.7274,1.4193,23484537.0289,50.1353,45.6017
0.6641,23.6467,1.5972,24417386.1962,50.1189,37.3773
0.6567,26.2619,1.5085,24724508.0874,50.2649,32.6094
0.6543,31.3143,1.4303,25257895.4195,50.0182,28.0551
0.6502,23.1515,1.4488,4491602.9399,47.5085,56.3404
0.6633,28.3471,1.463,25234582.1638,50.7836,44.1656
0.6685,23.2552,1.594,4377780.1429,49.7706,64.4526
0.6474,24.5441,1.4269,25280000.9865,50.1453,36.1647
0.6554,21.4926,1.5379,25370043.2346,50.0918,41.165
0.67,28.2879,1.4863,4441429.2144,48.2179,104.9547
0.6676,29.8701,1.5494,23597356.4443,50.0296,33.1153
0.6601,25.6519,1.4651,4416560.1433,47.2274,69.8043
0.6551,23.9966,1.4247,25283902.783,50.9872,51.6039
0.6537,20.9516,1.4574,26800231.7984,50.9717,55.0443
0.6574,26.0175,1.4647,4380130.8169,49.6731,61.4814
0.6627,24.2638,1.5572,23698144.35,50.9984,40.5167
0.6588,21.3427,1.4463,25548745.0641,50.5252,68.164
0.6557,20.3126,1.5092,24046138.6063,50.1546,52.7752
0.6555,26.2733,1.4258,4295943.741,49.534,69.2929
0.6746,20.5187,1.6692,4619049.2651,49.8061,72.9693
0.6537,22.4197,1.5011,4476991.1959,48.8796,55.5096
0.6529,25.0837,1.4247,4287681.414,48.3133,64.3831
0.6511,21.7193,1.446,4155326.8562,47.0319,67.6459
0.6681,23.929,1.5296,24389892.6171,50.1151,57.0832
0.6648,27.3,1.4764,24249864.8193,50.839,48.9909
0.6609,31.3126,1.4413,25472661.2856,50.5475,35.5963
0.6691,23.6972,1.6164,24226908.1785,50.7409,42.2544
0.6554,28.2428,1.4137,4386757.7619,48.0123,62.3455
0.6655,26.0607,1.5574,4609127.0747,48.126,51.9953
0.6699,28.2384,1.5742,25522118.8697,50.9746,36.4055
0.6719,23.4228,1.5176,4417199.9984,49.6416,139.3066
0.6634,22.4291,1.5455,24911093.7252,50.0118,49.3091
0.6491,23.6278,1.4247,4438397.4757,49.4854,61.3589
0.6655,22.7331,1.5168,25268417.1932,50.8184,59.6992
0.6606,25.1477,1.5626,24187430.4647,50.0008,33.1922
0.6676,26.5942,1.6158,24275082.5414,50.9081,31.8081
0.6678,21.2795,1.6145,4243226.9422,48.6876,64.5821
0.662,26.053,1.426,4482460.5209,47.3242,103.9036
0.6685,21.0507,1.5559,4317120.9453,48.2241,96.3272
0.6551,21.025,1.527,25622899.3241,50.4781,44.4902
0.644,21.7907,1.4157,4364361.0986,47.3653,57.3543
0.6426,20.3537,1.4744,24443778.92,50.0499,38.4673
0.6724,31.0579,1.5596,4268686.966,48.4003,56.1313
0.6597,23.0301,1.4582,4431686.9794,49.6994,93.5756
0.6575,31.6121,1.4071,25177925.0411,50.82,35.3259
0.6423,25.4345,1.4035,25040374.1619,50.0011,31.0104
0.6619,21.5153,1.5962,4187801.6425,48.4973,52.9915
0.6555,20.775,1.4884,4076014.1898,49.0779,75.9182
0.6529,21.6228,1.5018,4167040.1671,47.5076,55.8315
0.6532,27.0758,1.4476,25438070.6189,50.0716,33.6156
0.6535,20.7957,1.5496,23674280.6777,50.5384,40.6545
0.6672,21.2951,1.5914,4267121.304,47.988,70.0226
0.6592,28.7547,1.5048,25329063.3341,50.2046,30.0118
0.6682,29.2064,1.5879,24251384.2671,50.9362,30.4618
0.6478,23.4795,1.4006,25189541.3005,50.8092,45.0419
0.661,30.0664,1.438,4409003.5293,48.5948,67.5722
0.6638,22.7727,1.4619,4505081.8909,48.6225,119.3672
0.647,21.1763,1.4042,24131437.448,50.5541,53.5367
0.6583,20.8043,1.5944,4220308.0575,49.9825,50.8716
0.6595,26.8857,1.4992,4537890.0397,49.9743,52.6656
0.6591,23.2162,1.4492,23438692.0321,50.2042,59.4368
0.6624,21.8678,1.4496,4283678.35,47.2813,126.4987
0.6453,21.4086,1.4612,23165404.6886,50.2505,40.4533
0.6666,22.3757,1.5785,24957570.9075,50.3999,49.4941
0.6539,27.6911,1.4172,24362790.8461,50.4726,38.2164
0.6681,28.172,1.4429,4725773.9875,47.8823,135.7389
0.6674,26.8225,1.5585,4263955.1229,47.0683,53.2974
0.6616,25.0782,1.484,4297173.0403,47.2694,70.8081
0.6481,25.0837,1.4247,24923493.241,50.8722,36.5672
0.6699,20.8124,1.7158,26023192.7767,50.832,37.5833
0.6579,25.8738,1.4491,4331457.204,49.4254,70.535
0.659,26.3834,1.4487,25165062.19,50.4928,44.8993
0.6689,24.8059,1.5956,24297799.6068,50.6246,41.6102
0.6521,23.4169,1.4484,4604382.6497,48.928,62.1841
0.6734,20.0257,1.671,4647899.4123,47.5864,67.7885
0.6644,22.028,1.4802,4469613.5636,49.4853,118.0855
0.6652,27.854,1.5695,24926285.9138,50.7449,31.6302
0.6583,27.5638,1.4795,4167680.3479,47.312,50.0307
0.6498,24.0064,1.4226,4251347.2101,48.3091,60.8833
0.6502,23.7673,1.4327,24626998.8124,50.4849,42.3308
0.6654,22.3662,1.5626,24393085.2458,50.4448,50.8076
0.6658,26.5151,1.4362,4427338.6576,49.8474,137.1991
0.6686,20.7389,1.6524,4474982.9033,48.8122,57.4592
0.6645,27.107,1.5522,23963925.9838,50.716,35.2338
0.6602,22.0946,1.557,24993068.2842,50.0692,43.0206
0.6511,26.9805,1.4138,24804743.5868,50.4049,36.4332
0.6633,28.6251,1.5441,25598217.4265,50.6336,30.3943
0.6609,20.8061,1.4861,24073420.9044,50.089,67.2123
0.6631,28.713,1.5049,24860391.7902,50.4365,35.4876
0.6592,23.4071,1.4619,4251925.2375,48.2111,83.193
0.6363,20.5328,1.441,23703830.1391,50.2114,35.6054
0.6456,22.5284,1.4415,4331225.9778,48.4665,51.8627
0.6487,23.9232,1.4477,24441980.0761,50.4212,37.525
0.6381,20.7446,1.419,24413445.9387,50.2221,39.3036
0.6696,27.0654,1.5119,24273003.7759,50.9551,53.1461
0.6667,24.7678,1.5434,23966345.88,50.0721,47.335
0.6459,24.3822,1.4187,4296529.4407,49.0447,51.0029
0.6646,27.7292,1.5097,23921877.2653,50.0881,40.0572
0.6652,22.3697,1.4934,4582956.5023,47.5756,104.5823
0.6687,30.085,1.5568,24118153.4661,50.4743,33.293
0.6682,24.056,1.6403,24687824.0949,50.0125,35.2875
0.66,26.0984,1.4106,4455829.3872,48.173,102.6811
0.6592,25.8169,1.4232,25223052.8173,50.6638,52.9355
0.6579,20.987,1.4494,23074523.7326,50.9241,70.7489
0.669,23.5401,1.5997,4486177.9749,48.1679,60.0219
0.6687,22.722,1.5719,23087812.7003,50.3049,55.2047
0.6585,26.053,1.426,24641936.6679,50.0021,49.582
0.6646,24.4489,1.5705,4526365.2523,47.1918,51.3049
0.6619,22.1376,1.558,4228502.7133,47.9143,60.291
0.6654,24.5502,1.5369,24645501.5769,50.8133,47.1869
0.6635,21.2045,1.5558,4270300.4033,48.8889,73.3418
0.6694,25.9272,1.5659,24171397.8422,50.2608,44.01
0.6536,20.703,1.5805,23462059.7998,50.1251,36.5225
0.6621,25.5476,1.5033,23423750.6327,50.1939,44.1872
0.6502,20.1953,1.4589,24059461.5137,50.133,53.0995
0.6584,22.4903,1.5665,24469356.6881,50.7443,38.3003
0.6694,20.5876,1.588,24917573.2659,50.709,63.5229
0.6585,22.7257,1.4931,24997884.6044,50.5825,49.5044
0.6576,24.2096,1.434,4266156.7097,47.8804,84.436
0.6542,25.7556,1.501,24670197.2709,50.5605,32.1337
0.6608,24.7392,1.5303,4352461.4793,47.2599,52.4453
0.6638,26.8274,1.4678,25279338.0083,50.9064,49.5784
0.6501,23.7943,1.443,4263101.3953,48.4487,56.2454
0.6676,23.8513,1.5234,24120513.3419,50.0289,57.8461
0.6663,30.2681,1.4835,25193914.4416,50.9596,40.8005
0.6541,22.3166,1.5373,23546502.9729,50.9899,38.1454
0.6695,20.7893,1.5634,4291720.9481,49.1128,102.1103
0.6674,31.8761,1.4915,24996219.7507,50.119,36.7463
0.6736,21.3865,1.6956,4442079.3535,48.4066,53.6661
0.6738,21.5288,1.6296,4579830.2772,48.2497,77.7948
0.6497,27.3596,1.4047,4208966.699,48.2724,51.5947
0.6513,24.5742,1.482,23975931.64,50.2549,34.282
0.665,25.459,1.4933,4247711.149,49.2118,83.798
0.6558,21.0275,1.5218,24259203.3068,50.8478,47.5901
0.6582,21.5001,1.5082,24499709.6142,50.4333,51.6859
0.6657,25.616,1.4971,24637051.441,50.5015,52.06
0.6484,20.6165,1.5417,24123483.4351,50.5377,35.9852
0.6632,21.3715,1.6317,23202155.0345,50.4851,39.5128
0.6458,23.5701,1.43,25694149.4117,50.6677,37.0274
0.6582,30.1783,1.4978,24073100.5635,50.7112,27.7702
0.6593,22.5513,1.5365,26034988.095,50.1805,42.7491
0.6619,27.8967,1.4847,4258011.2131,49.0085,60.5549
0.6743,23.0639,1.6331,4202965.0764,48.9427,69.7151
0.6526,27.1215,1.4198,24909605.3051,50.1584,36.9902
0.6698,20.3767,1.7117,24799646.4233,50.5036,39.7969
0.665,22.4809,1.6193,26018345.9179,50.7154,39.0451
0.673,31.9332,1.5582,4467398.6674,48.6845,56.0055
0.6604,29.6568,1.4369,25100951.1167,50.9849,40.1874
0.6526,27.0934,1.4391,24886828.0081,50.3018,34.4459
0.6675,21.7358,1.5952,24782051.6004,50.87,51.2529
0.6468,27.1403,1.4035,24097723.2168,50.048,32.1079
0.6659,28.3759,1.5481,24703724.092,50.7458,34.2514
0.6595,23.2627,1.4748,24894039.9497,50.2187,52.6088
0.6635,30.029,1.4819,4506585.1098,47.4905,56.4844
0.6528,22.1959,1.4972,23741116.5868,50.2336,42.0256
0.6668,23.1422,1.6511,24690683.7851,50.2823,34.8346
0.6543,25.6396,1.4556,24014280.9109,50.7859,39.2333
0.6698,24.4544,1.6374,25952333.7979,50.4144,36.5394
0.6586,29.2023,1.4126,4417155.876,47.1759,71.2934
0.6673,22.6536,1.5003,4356500.1689,49.5077,118.1528
0.6581,27.4962,1.4567,4216083.6306,47.0331,56.8516
0.6604,22.1854,1.4251,4495242.0785,48.9893,132.8139
0.6723,31.854,1.5031,4278056.2853,48.6162,89.1788
0.6653,22.1885,1.5693,4437478.7675,47.6031,65.6463
0.6568,21.8807,1.4582,24072978.8565,50.7831,58.8099
0.6522,22.4811,1.4176,4126553.3002,47.4968,79.4279
0.6441,23.1014,1.4014,4379245.88,49.2139,57.5585
0.6575,28.9024,1.4874,24693771.8586,50.2802,30.0691
0.657,21.5421,1.5537,24984682.3803,50.3838,41.2627
0.6576,20.2334,1.5114,25683742.8713,50.5481,55.7305
0.6621,27.916,1.4319,4551329.8512,47.5795,87.3008
0.6587,26.4851,1.4751,4157546.3447,49.9652,60.5263
0.6695,28.8348,1.549,4597349.3751,49.1026,57.9569
0.6608,26.3085,1.434,24034836.3222,50.3223,53.1269
0.6637,30.1509,1.5015,4480218.4333,49.1871,51.5047
0.6581,23.5203,1.5608,26169655.857,50.1879,34.3668
0.6605,27.9114,1.4511,24858503.1343,50.8458,42.8072
0.6509,27.1403,1.4035,4269365.4059,48.4122,56.2511
0.6693,29.8584,1.5583,4351385.6921,49.6576,51.0611
0.6642,20.5073,1.6121,4274564.5966,48.1016,58.7965
0.6547,20.8866,1.474,26203688.2186,50.8612,54.3923
0.6649,20.0909,1.5993,24033974.5613,50.7974,53.9549
0.6742,26.7311,1.6157,4515662.35,47.1868,55.0425
0.6544,22.7873,1.5564,24669888.2903,50.6133,33.7264
0.6434,21.4581,1.4671,23644984.4965,50.0617,36.7366
0.6613,21.3098,1.5354,25109124.7483,50.1246,52.3608
0.6688,29.6033,1.5222,4354263.0211,49.2663,64.8394
0.6542,20.5109,1.4166,25191887.2304,50.9868,70.6211
0.6554,22.4198,1.4835,4529760.5062,49.1479,66.1477
0.6672,21.6595,1.5447,24471115.103,50.3402,62.8378
0.6668,30.7055,1.5438,25435090.2269,50.7419,30.6824
0.6587,28.7728,1.4366,4446671.5748,48.2115,62.9307
0.6687,21.7544,1.5285,4042385.3926,47.1486,109.4932
0.6693,20.2426,1.5389,4547771.8348,48.9313,125.0204
0.6658,31.3458,1.5131,24434581.1752,50.7543,32.8084
0.6635,20.1059,1.526,25696577.4831,50.8117,67.1317
0.6696,20.646,1.5984,4360499.1123,48.1711,81.2804
0.6559,25.533,1.5138,24927724.8298,50.3514,32.7827
0.6595,25.0996,1.41,4506745.2089,47.2252,104.9509
0.6665,25.0283,1.5748,24335227.7697,50.5557,40.4647
0.6595,23.3361,1.464,4358348.8517,48.6893,85.0587
0.6686,20.488,1.5914,4385917.8166,49.2578,83.5157
0.6704,30.7936,1.4962,4377449.3375,48.6966,84.2733
0.6663,26.0996,1.5392,24805171.5662,50.2943,42.4626
0.6641,22.0688,1.6013,4508753.6175,49.1111,54.4908
0.6672,29.4599,1.5553,24895707.881,50.2099,32.071
0.6566,21.4592,1.502,25055681.0831,50.4223,49.7597
0.6499,30.5569,1.4186,25490848.7204,50.671,26.4958
0.652,28.1653,1.4577,25022375.9116,50.558,29.1458
0.6643,28.5338,1.5051,4355462.069,47.0043,55.4209
0.6658,23.5344,1.564,4459889.8907,48.5206,63.0384
0.6549,21.8086,1.4072,24681284.2253,50.4296,66.4098
0.6555,20.0349,1.5472,4594498.2068,48.6389,59.0614
0.6656,22.1765,1.5384,4197207.1486,48.1051,81.9613
0.6607,24.4489,1.5705,24560133.7509,50.9072,34.689
0.6708,28.0806,1.5044,4516716.2003,49.5841,98.5655
0.6729,21.7358,1.5952,4475881.805,48.3416,91.01
0.6633,20.2115,1.5598,24298671.2179,50.2545,57.8336
0.6635,23.2627,1.4748,4330978.0462,49.5346,104.552
0.6592,29.1473,1.4482,4290110.7387,48.4632,59.4022
0.6702,23.4155,1.5503,4506252.9582,47.071,87.4663
0.6617,23.5203,1.5608,4581558.3004,48.7265,52.7614
0.6719,28.2666,1.5092,4490073.9608,48.5982,100.5694
0.6556,20.8234,1.4797,4474511.0127,49.8974,80.3222
0.6593,21.1907,1.5653,25167833.2887,50.4015,44.0467
0.6409,21.7122,1.4451,24949916.3773,50.3278,35.5556
0.6657,20.2426,1.5389,24284411.3609,50.5289,69.8219
0.6662,20.2085,1.6153,4436381.057,47.6634,64.1601
0.6708,20.065,1.6201,4420714.4948,49.3323,82.9192
0.6728,28.3866,1.5054,4536470.0793,47.6819,111.121
0.6518,29.1632,1.4078,25317774.4722,50.3679,32.4675
0.6644,28.4079,1.435,4494753.5404,48.6322,102.1351
0.6628,27.5871,1.4731,4501676.8224,48.5605,69.5986
0.6601,25.8691,1.4556,4538754.3145,48.3397,74.8095
0.6511,27.1387,1.4079,4432740.3187,49.1,55.9801
0.665,30.9156,1.4559,4500997.0028,47.7081,73.7901
0.6592,27.6911,1.4172,4584585.6039,49.3002,83.1043
0.6733,20.6312,1.6759,4541475.8937,47.5143,61.8786
0.6676,25.6915,1.582,23647332.8167,50.6446,39.363
0.6553,21.3975,1.5028,4322441.7053,47.5042,62.9945
0.6375,21.7657,1.4125,25331378.8406,50.5452,35.7304
0.6551,27.2884,1.4603,23899636.2347,50.7438,35.0706
0.6723,26.5656,1.539,4219626.7375,49.8563,93.4114
0.6576,26.6606,1.4329,23145401.2591,50.3455,45.8589
0.6612,31.5435,1.4671,25011989.8502,50.5764,31.9677
0.6667,22.1994,1.6149,24147334.1759,50.0372,43.5394
0.6647,29.62,1.4883,24499872.6178,50.6089,38.9685
0.6744,21.2773,1.6232,4198401.5558,47.4068,84.9229
0.6587,31.7613,1.4159,24331104.0301,50.3805,35.6851
0.6583,20.7754,1.4699,24699957.2865,50.2902,64.5265
0.6554,25.6519,1.4651,23653612.3373,50.023,39.0522
0.661,29.1609,1.4573,4615468.2436,48.0649,61.0609
0.6587,25.187,1.4631,24357001.2868,50.0625,45.9088
0.6636,29.0869,1.4351,24863977.5025,50.1868,48.3851
0.6732,23.6198,1.6323,4287164.8156,47.6703,61.0638
0.6647,22.0946,1.557,4363186.3644,48.9364,71.3224
0.6645,26.9854,1.4906,24301518.3826,50.8391,46.3426
0.6621,27.815,1.4219,4418210.0255,47.7432,96.4789
0.6524,22.149,1.4235,25472221.4619,50.897,54.5596
0.6659,31.2368,1.508,4276393.2662,48.0018,51.6747
0.6565,27.7504,1.4192,4383765.8169,49.7442,68.9651
0.6631,25.7287,1.4993,4222556.7543,49.6455,70.2658
0.6694,24.3205,1.5803,24888728.9457,50.3868,46.6022
0.6552,29.1473,1.4482,24441773.0209,50.4081,31.9892
0.6502,25.2401,1.4779,24940002.2575,50.3601,31.5235
0.6695,21.2902,1.6595,24384262.1414,50.2061,44.157
0.6652,28.6861,1.5375,25823878.7295,50.2473,33.1881
0.6567,20.2566,1.4714,4436600.4075,47.2485,88.519
0.66,23.3429,1.5084,4435232.2542,47.6456,64.5052
0.6553,22.28,1.4305,4296343.7337,47.7011,88.6807
0.6523,21.6745,1.5523,23730365.6869,50.8664,35.8519
0.665,27.1587,1.4803,4338231.7198,47.8455,78.2663
0.6637,27.3728,1.5111,4317528.6635,47.4027,56.4914
0.662,20.7808,1.6136,4617257.0936,48.7608,52.1436
0.6615,30.7265,1.4995,24744985.5079,50.5128,29.8758
0.6472,21.1457,1.5039,24835092.3895,50.107,36.984
0.6669,21.9908,1.6297,24097422.5503,50.7958,42.9463
0.6669,25.6295,1.5625,4583888.6357,49.1628,57.7528
0.6474,23.5665,1.4262,24038138.293,50.1175,40.0845
0.6544,23.8584,1.4409,4360831.9669,48.3118,69.6103
0.6506,25.9196,1.4039,24241201.3191,50.7988,40.9329
0.6651,27.6343,1.5627,25045983.0547,50.619,32.7027
0.6563,31.2919,1.4137,23588692.6072,50.6874,34.1311
0.6633,27.0928,1.4853,24618133.1855,50.5249,44.1007
0.6695,21.4587,1.693,24866670.5642,50.5995,38.1817
0.6441,22.4846,1.4088,24775770.1284,50.1309,41.5585
0.6639,24.1127,1.5586,4368476.9498,47.487,55.0671
0.6605,26.3367,1.4166,4351842.7821,49.0863,102.2178
0.6735,23.4705,1.6687,4188012.5115,49.0458,52.2478
0.6578,21.7871,1.5353,24484005.8567,50.3009,44.609
0.6678,29.3503,1.5482,4231640.8704,49.1556,51.2583
0.6675,24.7554,1.4957,4339413.6397,47.2616,99.1868
0.6633,30.0217,1.4847,25630015.9843,50.6367,35.4547
0.6638,25.6459,1.5378,4269835.9134,48.4416,55.9687
0.6395,20.2968,1.4452,4324156.4928,49.9457,51.4187
0.6459,21.5812,1.4608,4417627.0641,47.2624,50.6524
0.6732,20.3767,1.7117,4420463.4018,48.3368,53.2666
0.6602,28.0582,1.4803,4394828.7157,49.6845,56.1101
0.6551,26.4989,1.4281,23721556.6481,50.2843,42.127
0.6566,24.4605,1.487,23811350.215,50.8936,41.7945
0.6591,21.1316,1.5686,4321294.0221,47.961,54.9563
0.669,26.9942,1.5046,4385098.8347,49.2146,90.837
0.6669,30.6153,1.4268,4588374.6688,48.014,123.5079
0.6656,29.3103,1.525,4334815.1406,49.4194,52.7217
0.6428,20.4962,1.4597,25502250.1193,50.1593,39.7895
0.6685,29.2245,1.4839,4482734.7101,49.7508,90.7288
0.6644,28.6747,1.4412,23692717.7368,50.3835,51.7978
0.6563,21.4181,1.587,25349688.482,50.9348,36.3862
0.6625,20.6127,1.4532,4409834.3246,49.0542,144.0747
0.6745,20.6533,1.5631,4284312.0633,49.8666,149.773
0.6588,27.124,1.4683,24473697.6495,50.6336,39.2693
0.6495,21.6298,1.5232,24847861.5699,50.4574,35.7488
0.6666,23.8731,1.567,25139192.1401,50.3445,45.3237
0.6674,24.8147,1.5792,24809198.2743,50.0472,41.1166
0.6651,21.858,1.6244,4402171.6674,48.9178,51.3252
0.6579,24.8884,1.4532,23739709.343,50.2299,48.1018
0.6603,22.2495,1.5603,25922969.5926,50.2514,41.7261
0.6551,23.3429,1.5084,25196195.1927,50.0634,38.4969
0.6651,25.2441,1.5084,4803730.0392,48.6348,74.5228
0.6495,27.6851,1.4006,4315825.3605,49.8825,52.7633
0.6636,25.187,1.4631,4539790.6991,48.9473,95.8708
0.6582,25.0782,1.484,23098527.0583,50.2422,42.5913
0.6693,24.2377,1.481,4297683.2396,47.073,137.4191
0.6688,28.6576,1.528,24281673.2428,50.9197,42.345
0.6707,26.3737,1.578,4666293.0299,47.8141,59.35
0.6617,29.4747,1.4125,4093615.7147,47.5358,91.6021
0.6688,24.727,1.5837,24042818.7984,50.7897,44.2551
0.6644,25.2211,1.5801,24902021.4717,50.1957,35.4077
0.6463,21.7823,1.4858,24843906.763,50.065,36.0309
0.6589,23.7129,1.4402,23626842.7953,50.7373,59.2796
0.6608,25.3934,1.4985,4319566.0805,49.8465,63.6978
0.6513,30.1093,1.4175,23981540.8068,50.1186,29.1773
0.6727,29.4697,1.5717,4479149.0254,48.4772,57.7461
0.6522,31.6125,1.4068,23538163.4204,50.1566,28.8479
0.6556,23.1007,1.4278,25122026.2947,50.1814,55.3208
0.666,25.5476,1.5033,4399120.1322,48.1548,80.2756
0.6626,24.0338,1.4576,4555976.2145,47.7212,99.7153
0.667,21.3658,1.5612,4268286.5028,47.3558,81.2327
0.6542,22.8653,1.5406,25198517.1862,50.8638,35.2042
0.6655,21.2323,1.5994,4515959.0718,48.6474,62.5632
0.6649,23.697,1.5407,4372580.1719,48.7449,68.7681
0.6726,29.5844,1.5582,4394791.158,48.8851,63.8811
0.6356,20.4413,1.4091,25566843.1755,50.961,38.9385
0.6665,22.4816,1.5737,4204924.7696,48.2972,68.0043
0.661,24.2178,1.5492,24240204.7701,50.9747,39.1698
0.6518,20.396,1.4653,25692369.5655,50.6217,53.166
0.6642,21.9559,1.6415,24684762.925,50.2759,36.5805
0.6677,26.7931,1.4509,4340053.214,49.0989,138.4669
0.6641,25.5125,1.4466,4247378.2807,48.078,111.1766
0.6562,20.2575,1.5459,4570814.1321,49.9724,61.6333
0.6483,20.076,1.4184,23587483.9782,50.4378,59.3681
0.6664,20.7543,1.5991,4273767.3577,49.3011,70.0503
0.6617,27.5174,1.5463,24380911.616,50.0451,30.7489
0.6571,21.9833,1.5543,25110237.5464,50.8212,39.9869
0.6694,31.5412,1.527,4252185.0645,47.8754,55.6874
0.6632,25.5072,1.5459,4210212.1316,47.6616,51.5253
0.6611,20.2085,1.6153,23767490.2101,50.2266,43.152
0.6522,25.6924,1.4215,23495831.4444,50.9103,41.8422
0.6621,23.109,1.5235,4428402.7599,47.5033,67.0936
0.6579,20.322,1.5176,23935934.2925,50.7481,55.9518
0.6604,22.3551,1.4407,4418009.7164,48.3499,114.2471
0.6696,25.6937,1.4936,4429487.946,49.0924,116.7414
0.6544,21.6833,1.5117,4273141.5069,49.1045,58.3198
0.6492,22.0172,1.4465,25172748.903,50.2029,44.6827
0.6523,20.3918,1.5643,25256680.9789,50.2401,37.6551
0.6604,30.9632,1.4393,4380340.5748,47.5039,58.9531
0.672,30.2315,1.5205,4533490.333,48.504,79.1979
0.6477,28.4425,1.406,25156427.314,50.5155,29.7697
0.6706,27.0637,1.4941,4474482.7339,47.7312,110.3647
0.6596,20.7706,1.4764,4414528.4915,47.2487,96.2225
0.6611,24.4605,1.487,4331342.7784,49.7353,74.7581
0.6724,22.5806,1.5285,4318353.8385,47.5882,135.8816
0.6702,23.9201,1.5103,4075352.7392,49.9835,125.3756
0.666,20.4399,1.5868,4275405.6866,47.7565,73.1198
0.6709,26.1588,1.599,4257031.9725,49.3103,55.7924
0.6605,26.3905,1.4456,4332768.4741,47.0733,77.311
0.653,23.5364,1.414,24821107.6621,50.4762,51.4609
0.6386,20.1535,1.4157,4420048.6092,48.9286,56.2692
0.6491,21.0272,1.4966,23845812.646,50.7313,41.856
0.6608,20.2982,1.5843,24409725.5871,50.8791,47.9773
0.6693,21.5247,1.5593,23690269.6649,50.8214,67.0349
0.6746,26.0427,1.5764,4419341.4337,47.0472,79.4591
0.6506,24.505,1.4054,25345988.4634,50.3841,44.2883
0.6541,22.1575,1.429,25072838.6486,50.1045,56.2459
0.6667,24.4972,1.5736,4550324.7231,47.8084,56.5578
0.6545,22.9682,1.5016,4381627.5569,49.3962,55.343
0.6601,29.3409,1.4564,4328419.3019,49.6271,59.9598
0.661,31.201,1.4213,24776841.3366,50.2161,39.691
0.6669,24.1361,1.5435,25182961.1599,50.3399,49.6151
0.6593,21.6378,1.5536,4557105.0335,47.6083,56.3593
0.6646,26.2937,1.4646,24550255.4205,50.9565,55.1215
0.6544,28.1978,1.4297,25219780.683,50.3301,35.121
0.6676,24.6275,1.466,4337432.2735,47.6761,134.0427
0.6701,27.7292,1.5097,4210724.3608,47.7766,88.4877
