Phi,SP_percent,phi_max,Tau0_Pa
0.4523,0.6262,0.7361,0.3189
0.4527,0.455,0.6316,0.5913
0.4952,0.7834,0.8037,0.3527
0.5082,0.7784,0.7658,0.4791
0.4811,0.5344,0.6694,0.6362
0.4995,0.46,0.6293,1.0993
0.4665,0.967,0.8615,0.2148
0.4585,0.9516,0.8368,0.2191
0.4713,0.5654,0.6804,0.5298
0.4985,0.9677,0.8598,0.2871
0.475,0.4702,0.6341,0.7652
0.4794,0.7465,0.7608,0.3704
0.4918,0.573,0.7097,0.5539
0.4914,0.9504,0.8428,0.2884
0.506,0.5871,0.6986,0.6934
0.4822,0.7901,0.7993,0.3186
0.5075,1.057,0.9206,0.2474
0.4575,0.9296,0.8356,0.2183
0.4796,0.5976,0.6864,0.5595
0.4561,0.5584,0.6765,0.4581
0.4942,0.59,0.6999,0.6035
0.4977,1.0175,0.8791,0.2649
0.4534,0.6304,0.7365,0.3218
0.4596,0.8552,0.8006,0.2561
0.5006,0.7138,0.7466,0.4919
0.4999,1.0937,0.9014,0.2486
0.5094,0.3693,0.6062,1.6215
0.4993,0.6353,0.7314,0.528
0.4676,0.6847,0.7514,0.3453
0.4931,0.997,0.8618,0.2717
0.4571,0.4381,0.6384,0.5941
0.4544,0.6316,0.731,0.3343
0.4906,0.5757,0.6802,0.6592
0.4825,0.6947,0.7456,0.4124
0.4835,0.6074,0.717,0.4863
0.4997,0.9002,0.8496,0.3021
0.509,0.4555,0.629,1.2583
0.5052,0.38,0.5996,1.6409
0.5061,1.0373,0.9037,0.2597
0.5038,0.4395,0.6269,1.1943
0.474,0.5951,0.6812,0.5429
0.4891,0.4299,0.6351,0.9079
0.4742,0.4801,0.6589,0.6308
0.4523,0.9778,0.8765,0.1792
0.473,0.9664,0.8735,0.2177
0.4687,0.8578,0.8226,0.2546
0.4609,0.8608,0.8031,0.2564
0.497,0.7657,0.7538,0.4567
0.4605,1.0061,0.8952,0.1806
0.4636,0.7578,0.7825,0.2876
0.5071,0.5966,0.7094,0.6547
0.4773,0.8561,0.8254,0.2725
0.4891,0.9842,0.8831,0.2422
0.4725,0.8194,0.8007,0.289
0.4922,0.7555,0.7537,0.4356
0.4832,0.9055,0.8377,0.2735
0.4918,0.8766,0.8094,0.3331
0.4671,0.5024,0.6714,0.5351
0.4851,1.0552,0.9084,0.2139
0.4701,0.3696,0.5854,1.1073
0.4754,0.9467,0.8381,0.2544
0.4621,1.0686,0.903,0.1786
0.4955,0.872,0.8066,0.3491
0.4754,0.9023,0.8588,0.235
0.4853,0.4884,0.6495,0.7715
0.5086,0.918,0.8268,0.3602
0.4737,0.3796,0.6061,0.9535
0.4671,0.4504,0.6431,0.6478
0.4718,1.0788,0.9401,0.1718
0.4929,0.57,0.6919,0.6262
0.5048,0.8078,0.7976,0.3964
0.4941,0.6383,0.7003,0.6012
0.4796,0.6407,0.7277,0.4401
0.4747,1.0307,0.905,0.1977
0.4806,0.8113,0.8166,0.2914
0.4959,0.714,0.7383,0.4907
0.4999,0.5093,0.6514,0.912
0.4531,0.7616,0.7652,0.2804
0.4961,0.6691,0.7373,0.4946
0.5068,0.465,0.6479,1.0253
0.4617,0.9652,0.8724,0.1979
0.4594,0.9138,0.8455,0.2138
0.4799,0.7665,0.7875,0.3285
0.5044,0.3591,0.6043,1.5305
0.4865,0.534,0.6571,0.7395
0.503,0.6862,0.7424,0.5156
0.4731,0.6102,0.7056,0.4646
0.4874,0.6571,0.7314,0.4674
0.4779,0.3603,0.5835,1.2759
0.5028,0.894,0.814,0.3611
0.4846,0.5555,0.6867,0.5905
0.4952,0.6322,0.7002,0.6091
0.5089,0.8371,0.8231,0.3668
0.4625,0.5286,0.6891,0.456
0.4682,0.4258,0.6346,0.6999
0.5045,0.5297,0.6587,0.9101
0.5002,0.7617,0.7607,0.4547
0.4916,0.7345,0.7543,0.432
0.4745,0.9706,0.8808,0.2148
0.4631,0.8464,0.8189,0.2453
0.493,0.5532,0.6712,0.7211
0.4618,0.9031,0.8266,0.2351
0.4624,0.4339,0.6222,0.7154
0.508,0.5182,0.6746,0.8403
0.4971,0.4388,0.6296,1.0605
0.5081,0.9122,0.8227,0.365
0.4664,0.6602,0.7139,0.4132
0.455,0.8024,0.7809,0.2664
0.4618,0.3839,0.6025,0.8357
0.4599,1.0593,0.9251,0.1628
0.465,0.6578,0.7406,0.3545
0.4572,0.5492,0.6619,0.5079
0.508,1.0585,0.8968,0.2707
0.5026,1.058,0.8865,0.2687
0.4883,0.6057,0.7276,0.4816
0.4591,0.6743,0.7563,0.3099
0.4588,0.3559,0.6013,0.8121
0.4891,0.7497,0.7618,0.4054
0.507,0.8005,0.8038,0.3934
0.4772,1.0593,0.9157,0.1948
0.4714,0.6153,0.7248,0.4108
0.4832,0.6291,0.7238,0.4663
0.5026,0.6443,0.7373,0.5286
0.4851,1.077,0.9072,0.2146
0.4759,0.3734,0.5956,1.0896
0.4868,1.0053,0.8942,0.2279
0.485,1.0133,0.8673,0.2477
0.4744,1.0031,0.8963,0.2033
0.4948,0.7875,0.8083,0.344
0.4543,0.4018,0.6331,0.5962
0.48,0.9459,0.8668,0.2375
0.4634,0.5804,0.6973,0.4391
0.4825,0.7928,0.7892,0.3342
0.4901,0.6967,0.7426,0.4522
0.4679,0.9316,0.8445,0.2319
0.463,0.8147,0.8057,0.2588
0.4578,0.8326,0.7917,0.2614
0.4965,1.0546,0.9255,0.222
0.4918,0.8217,0.8197,0.3186
0.4896,0.7834,0.8019,0.3373
0.4571,1.0503,0.9121,0.1657
0.4559,0.8172,0.797,0.251
0.5006,1.0859,0.9339,0.2232
0.4659,0.8012,0.7828,0.2935
0.4795,0.4942,0.656,0.6857
0.4808,0.9377,0.8473,0.2578
0.4893,0.524,0.651,0.8007
0.5003,0.3586,0.6051,1.4231
0.4766,0.8992,0.8222,0.2742
0.5074,0.6703,0.7338,0.5662
0.4875,0.6365,0.7073,0.5364
0.5072,0.8046,0.7811,0.4393
0.485,0.6661,0.7503,0.4125
0.4733,0.6865,0.7304,0.4066
0.487,0.3803,0.601,1.214
0.465,0.6075,0.7222,0.3896
0.4563,0.9596,0.8663,0.1926
0.501,0.5669,0.7081,0.6174
0.4861,0.9644,0.8843,0.2349
0.4974,0.8122,0.7756,0.4107
0.4949,0.6794,0.7438,0.4713
0.4883,1.0009,0.878,0.2451
0.5082,0.3824,0.6225,1.3278
0.4857,0.4629,0.6617,0.7083
0.4697,0.6905,0.7555,0.3455
0.4828,0.4886,0.6735,0.6311
0.5038,0.9846,0.8566,0.3047
0.4599,0.3515,0.6025,0.8156
0.4751,0.738,0.7456,0.3829
0.5095,1.0453,0.9021,0.269
0.5025,0.5768,0.7087,0.6252
0.4679,1.0555,0.8914,0.1954
0.4886,0.8007,0.8016,0.3346
0.4546,0.4067,0.6357,0.5877
0.4937,0.8002,0.8031,0.3487
0.4555,0.8193,0.8029,0.2439
0.4623,0.7933,0.7742,0.2945
0.471,0.7973,0.7801,0.312
